user_id,age,gender,location,registration_date,last_login_date,subscription_type,subscription_start_date,subscription_end_date,payment_amount,payment_date,engagement_score,activity_level,device_type,app_version,purchase_category,purchase_amount,purchase_date,revenue_source,referrer
1095,79,Female,PO Box 26565,10/17/2021,1/3/2020,basic,10/7/2021,11/1/2020,303.86,10/26/2021,33,high,Samsung,0.4.5,supplements,489.82,4/26/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8"
1096,95,Agender,PO Box 68203,9/13/2021,1/5/2020,pro,12/3/2020,1/29/2020,134.52,8/5/2020,23,high,Honor,7,supplements,179.46,2/3/2020,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1097,51,Male,Suite 85,10/21/2021,10/1/2020,basic,4/8/2020,5/23/2021,235.03,6/7/2021,57,medium,Qtek,0.3.2,healthy snacks,448.47,7/30/2021,ads,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13"
1098,46,Female,16th Floor,7/19/2021,5/18/2021,pro,12/19/2021,12/5/2021,385.1,12/22/2020,44,medium,Samsung,0.9.7,fitness equipment,381.28,3/14/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1099,67,Female,Suite 83,5/15/2021,2/9/2021,premium,12/16/2021,8/6/2021,45.96,9/17/2021,16,low,BlackBerry,5.7.2,fitness equipment,369.85,6/13/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1100,96,Male,Apt 1524,9/17/2020,11/23/2020,basic,7/1/2020,1/25/2021,230.61,12/23/2020,96,medium,Allview,8.82,fitness equipment,136.83,12/16/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1101,77,Genderqueer,PO Box 84893,10/25/2020,1/3/2020,pro,1/8/2020,10/31/2020,741.39,10/4/2020,11,low,Siemens,9.24,supplements,178.22,2/24/2020,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
1102,87,Male,3rd Floor,8/9/2021,10/21/2020,pro,9/17/2021,4/19/2021,425.36,9/25/2020,75,high,O2,6.2,healthy snacks,386.59,7/30/2020,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
1103,18,Female,PO Box 7582,5/1/2021,7/17/2020,pro,6/10/2021,4/2/2020,832.25,7/20/2020,93,medium,XOLO,0.48,fitness equipment,51.73,10/12/2021,subscription fees,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Gecko Firefox/11.0
1104,41,Female,Room 787,5/12/2021,10/27/2020,premium,3/7/2020,12/8/2021,798.03,4/22/2020,32,low,Huawei,0.25,healthy snacks,157.8,12/10/2021,in-app purchases,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.82 Safari/534.16"
1105,85,Female,Apt 162,9/3/2020,8/25/2021,pro,4/23/2020,5/14/2021,57.34,6/28/2020,60,medium,Oppo,7.5.4,supplements,278.2,4/4/2021,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.1; cs-CZ) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1106,33,Female,PO Box 50576,1/21/2021,7/5/2020,basic,1/17/2021,12/19/2021,736.73,11/16/2020,48,low,verykool,9.51,fitness equipment,293.02,3/4/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/526.3 (KHTML, like Gecko) Chrome/14.0.564.21 Safari/526.3"
1107,81,Male,3rd Floor,7/12/2021,6/10/2021,pro,6/18/2020,9/25/2020,131.53,1/19/2020,16,low,HTC,0.13,fitness equipment,141.98,8/17/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1108,86,Female,8th Floor,5/25/2020,4/20/2020,basic,10/31/2020,9/24/2020,670.6,8/3/2021,64,high,Plum,9.6,fitness equipment,376.39,7/27/2020,in-app purchases,"Mozilla/4.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/11.0.1245.0 Safari/537.36"
1109,23,Male,11th Floor,11/19/2021,8/10/2021,basic,8/6/2021,9/3/2020,969.54,4/1/2021,60,high,Lava,5.19,fitness equipment,329.91,1/22/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1110,38,Male,PO Box 72682,3/7/2020,8/21/2021,premium,3/4/2021,7/21/2021,499.37,5/8/2020,11,high,Oppo,9.9.8,fitness equipment,320.91,11/10/2021,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F"
1111,92,Male,Suite 87,10/16/2020,7/31/2021,basic,5/23/2021,9/23/2020,80.67,1/27/2021,62,medium,Xiaomi,1.0.1,fitness equipment,388.15,12/23/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1112,50,Female,Apt 1616,6/18/2020,7/18/2020,pro,7/2/2021,12/27/2021,583.2,10/22/2020,76,high,ZTE,5.7,supplements,482.62,7/27/2021,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.808.0 Chrome/14.0.808.0 Safari/535.1"
1113,55,Male,Suite 55,9/23/2021,11/30/2020,basic,12/8/2020,4/17/2020,348.03,11/5/2020,44,low,Samsung,0.6,fitness equipment,34.26,5/27/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1114,25,Bigender,Apt 395,11/30/2021,3/5/2021,pro,11/17/2021,1/21/2020,203.73,12/26/2021,10,high,Jolla,0.8.5,supplements,222.38,12/8/2021,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.703.0 Chrome/12.0.703.0 Safari/534.24"
1115,71,Female,PO Box 38848,5/29/2020,10/11/2021,pro,3/28/2021,4/27/2020,551.41,10/2/2021,94,high,Apple,5.3.8,fitness equipment,290.51,1/27/2021,subscription fees,"Mozilla/5.0 (X11; CrOS i686 13.587.48) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.43 Safari/535.1"
1116,40,Male,Room 1760,10/15/2020,8/19/2021,premium,3/10/2020,9/28/2020,161.3,1/29/2021,38,medium,Celkon,2.31,healthy snacks,254.31,5/9/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14"
1117,61,Agender,6th Floor,7/3/2020,6/3/2021,pro,1/18/2020,1/13/2020,139.19,9/12/2021,19,low,Apple,7.8.2,fitness equipment,183.78,6/27/2020,in-app purchases,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10; rv:33.0) Gecko/20100101 Firefox/33.0
1118,41,Female,7th Floor,11/6/2020,2/14/2021,pro,11/21/2020,5/10/2020,301.66,2/7/2021,82,medium,alcatel,0.91,healthy snacks,359.41,5/2/2021,in-app purchases,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; nb-no) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
1119,83,Male,Room 1411,11/28/2021,11/20/2021,premium,4/16/2020,4/25/2021,280.62,12/1/2021,5,low,Allview,0.16,supplements,409.59,11/19/2021,ads,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221"
1120,70,Female,Room 346,1/2/2021,9/8/2020,pro,10/28/2020,11/17/2021,128.41,11/9/2020,75,medium,NEC,4.2,supplements,67.21,12/2/2021,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.35 (KHTML, like Gecko) Ubuntu/10.10 Chromium/13.0.764.0 Chrome/13.0.764.0 Safari/534.35"
1121,61,Female,Room 859,10/26/2021,11/14/2021,basic,4/10/2020,8/23/2020,957.8,11/27/2020,61,high,Samsung,4.97,supplements,454.55,8/7/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"
1122,73,Male,Room 1846,8/4/2020,12/23/2021,pro,1/23/2021,8/27/2021,359.88,1/30/2020,20,high,vivo,1.5.3,healthy snacks,93.85,8/5/2021,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1123,43,Male,PO Box 97072,8/30/2020,12/5/2020,basic,4/3/2020,3/21/2020,541.78,9/12/2020,23,high,Sony,0.2.4,supplements,487.33,6/28/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0
1124,46,Genderqueer,Apt 285,7/13/2020,8/15/2021,basic,3/9/2020,8/14/2020,396.29,9/29/2021,47,low,LG,3.7,healthy snacks,469.46,10/21/2020,subscription fees,"Mozilla/5.0 (iPhone; U; fr; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
1125,65,Female,Apt 1456,1/16/2021,12/18/2021,pro,4/21/2021,5/8/2021,34.88,12/28/2021,1,high,Acer,0.7.4,fitness equipment,480.19,9/27/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
1126,85,Female,Apt 262,10/24/2020,1/19/2021,basic,1/7/2021,5/28/2021,988.74,12/19/2020,10,high,Samsung,5.8.5,fitness equipment,47.9,9/10/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20120427 Firefox/15.0a1
1127,97,Female,PO Box 41369,6/7/2020,11/21/2020,pro,6/29/2020,7/5/2020,15.35,5/15/2021,29,low,Samsung,5.3,fitness equipment,296.42,11/2/2021,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1128,84,Female,Apt 151,7/2/2020,10/20/2020,premium,12/14/2021,9/29/2020,449.01,8/11/2020,35,medium,HTC,0.47,fitness equipment,492.85,10/10/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36"
1129,61,Female,PO Box 39926,7/2/2021,1/15/2021,premium,6/27/2020,1/17/2020,32.19,8/8/2021,1,medium,Oppo,3.2.3,fitness equipment,378.51,5/22/2021,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21"
1130,39,Male,PO Box 14688,4/25/2020,12/11/2021,pro,11/20/2020,3/30/2020,171.18,11/2/2021,88,low,Xiaomi,0.62,healthy snacks,335.3,9/28/2021,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
1131,59,Male,Room 22,4/25/2021,5/15/2020,premium,12/9/2021,2/19/2021,590.79,8/15/2021,60,medium,ZTE,6.94,healthy snacks,424.06,9/27/2021,ads,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1132,80,Male,20th Floor,2/29/2020,7/18/2020,basic,4/4/2021,6/29/2020,672.29,10/11/2021,46,low,Nokia,0.71,healthy snacks,47.48,1/10/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.54 Safari/535.2"
1133,87,Female,9th Floor,2/19/2021,2/11/2021,basic,4/30/2021,5/20/2020,842.25,3/27/2020,46,medium,Lava,0.33,healthy snacks,481.79,6/26/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1134,83,Female,PO Box 21773,2/8/2021,10/28/2021,premium,11/30/2020,7/28/2021,93.79,4/14/2021,27,low,Motorola,3.3,supplements,191.24,9/24/2021,in-app purchases,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
1135,80,Female,Apt 990,2/16/2020,7/4/2020,basic,6/22/2020,2/22/2021,733.61,1/23/2021,7,low,alcatel,0.9.1,supplements,168.84,10/14/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1"
1136,63,Male,Apt 917,8/11/2021,11/19/2020,premium,4/9/2021,5/4/2021,451.73,11/18/2020,54,low,BLU,0.59,healthy snacks,130.09,7/22/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.1; U;WOW64; de;rv:11.0) Gecko Firefox/11.0
1137,56,Male,Room 1867,11/3/2021,8/8/2020,pro,6/5/2020,10/5/2020,598.04,3/6/2020,34,high,Tecno,0.66,fitness equipment,113.94,7/31/2021,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1"
1138,91,Male,7th Floor,6/27/2020,10/11/2021,premium,12/18/2021,11/19/2021,292.92,12/22/2020,80,low,Oppo,0.74,supplements,184.14,12/7/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.698.0 Safari/534.24"
1139,56,Female,PO Box 14962,5/26/2021,2/7/2020,premium,12/10/2020,12/25/2020,656.94,2/23/2021,71,high,Sharp,1.32,healthy snacks,70.56,10/9/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/23.0
1140,58,Genderfluid,Room 992,3/23/2020,1/2/2021,premium,8/4/2021,7/19/2021,572.2,9/20/2021,82,high,LG,0.1.3,supplements,84.98,1/19/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.2 Safari/537.36"
1141,64,Male,Suite 1,1/31/2021,3/6/2021,pro,1/13/2021,3/28/2020,994.4,1/24/2021,2,medium,T-Mobile,6.57,healthy snacks,366.19,3/1/2020,in-app purchases,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
1142,45,Female,Apt 16,6/20/2020,11/28/2020,basic,12/6/2020,5/1/2021,809.54,9/4/2021,2,medium,Haier,1.74,supplements,490.08,3/7/2020,ads,"Mozilla/5.0 (Windows NT 4.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36"
1143,82,Male,Room 197,10/16/2020,12/17/2021,premium,8/27/2021,5/29/2021,805.03,12/26/2021,14,medium,Samsung,0.4.6,fitness equipment,240.17,7/2/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
1144,44,Female,Room 615,9/26/2021,8/27/2020,basic,5/4/2020,1/27/2020,685.72,6/5/2020,100,high,Tecno,0.7,healthy snacks,425.92,8/16/2020,in-app purchases,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0
1145,42,Male,Room 1536,9/13/2021,10/22/2021,basic,12/15/2020,4/29/2020,501.31,7/19/2020,32,medium,Motorola,0.3.7,fitness equipment,51.07,6/6/2021,ads,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0
1146,18,Female,5th Floor,11/10/2020,8/5/2020,basic,3/5/2021,6/14/2021,555.61,8/26/2020,19,high,Allview,0.38,fitness equipment,8.07,5/16/2021,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0
1147,88,Male,Room 1610,12/8/2021,2/28/2020,pro,5/22/2021,3/9/2020,437.06,11/16/2021,29,high,LG,1.01,healthy snacks,58.16,6/27/2020,subscription fees,"Mozilla/5.0 (X11; CrOS i686 1193.158.0) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.75 Safari/535.7"
1148,89,Female,PO Box 84492,11/15/2020,7/20/2020,pro,11/5/2021,8/17/2021,174.88,10/24/2021,83,medium,Xiaomi,6.2,supplements,438.31,6/9/2020,ads,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0
1149,79,Male,PO Box 99439,5/1/2020,3/27/2021,premium,12/30/2021,10/3/2020,141.03,3/3/2020,84,medium,LG,4.5,supplements,125.29,12/4/2020,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
1150,23,Male,5th Floor,11/9/2021,7/16/2021,pro,10/16/2021,9/22/2020,337.36,11/7/2021,53,low,Philips,7.9,supplements,8.74,12/9/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36"
1151,53,Male,PO Box 35891,1/12/2020,4/27/2021,basic,2/1/2020,8/26/2020,827.09,11/27/2021,11,medium,Samsung,0.9.1,healthy snacks,148.88,4/28/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1"
1152,38,Female,Suite 10,4/30/2020,7/29/2020,premium,7/13/2020,8/3/2020,70.51,4/28/2020,30,high,Sony,4,healthy snacks,357.91,5/25/2021,in-app purchases,"Mozilla/5.0 (X11; CrOS i686 1660.57.0) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.46 Safari/535.19"
1153,62,Female,5th Floor,6/11/2021,5/2/2020,basic,12/27/2021,5/4/2020,486.07,1/27/2020,93,medium,BenQ-Siemens,8.1,fitness equipment,280.25,6/18/2020,ads,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0
1154,87,Female,Room 1731,1/2/2021,12/22/2020,pro,7/21/2020,1/8/2020,212.17,12/28/2020,91,high,BLU,9.9.2,healthy snacks,407.76,8/28/2020,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/16.0.897.0 Safari/535.6"
1155,99,Male,11th Floor,11/26/2020,6/18/2021,premium,4/7/2020,5/30/2020,521.21,5/19/2021,45,high,Samsung,2.2.0,fitness equipment,481.51,9/6/2021,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
1156,80,Male,Room 1507,4/2/2020,4/22/2020,premium,6/16/2020,9/8/2021,937.61,6/18/2021,5,medium,LG,0.7.0,healthy snacks,476.97,2/21/2020,ads,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0
1157,59,Male,11th Floor,2/27/2021,10/23/2020,premium,6/29/2021,2/1/2021,769.58,12/5/2021,63,medium,LG,0.62,healthy snacks,89.66,4/13/2021,ads,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0
1158,24,Male,16th Floor,8/9/2021,9/7/2020,pro,3/7/2021,8/2/2021,713.61,1/15/2020,86,low,alcatel,3,fitness equipment,438.01,3/16/2021,subscription fees,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
1159,62,Female,Room 958,8/26/2020,5/28/2021,premium,9/12/2021,6/7/2021,596.16,11/28/2021,3,low,Samsung,0.16,healthy snacks,85.97,12/16/2020,subscription fees,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130331 Firefox/21.0
1160,18,Male,PO Box 56794,9/22/2020,8/15/2021,pro,10/11/2021,7/7/2020,997.88,3/31/2020,64,low,Apple,4.5,healthy snacks,70.82,4/6/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1161,60,Male,Suite 75,3/17/2020,1/2/2020,basic,1/29/2020,6/5/2021,361.21,6/18/2021,57,high,Panasonic,0.98,fitness equipment,421.41,11/2/2020,subscription fees,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
1162,92,Female,Room 529,1/9/2020,4/16/2021,basic,8/25/2020,12/19/2020,826.29,11/16/2021,60,low,Wiko,0.5.3,fitness equipment,269.99,12/11/2020,ads,"Mozilla/5.0 (X11; CrOS i686 12.433.216) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.105 Safari/534.30"
1163,67,Male,Apt 244,7/13/2021,2/6/2021,basic,8/9/2020,12/1/2020,374.1,3/2/2021,50,high,QMobile,0.24,healthy snacks,162.4,11/26/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1623.0 Safari/537.36"
1164,37,Male,Suite 49,12/11/2020,8/24/2020,pro,2/16/2020,9/27/2020,757.27,2/14/2021,34,high,Nokia,0.51,fitness equipment,260.21,3/24/2020,ads,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1
1165,41,Female,Apt 1176,4/13/2021,4/24/2020,pro,7/23/2020,8/2/2021,916.65,12/13/2021,15,high,Siemens,5.6.4,fitness equipment,358,9/17/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1166,63,Male,Apt 814,7/22/2020,8/2/2021,pro,10/22/2021,7/1/2021,681.68,12/7/2021,41,low,Nokia,9,supplements,378.27,10/16/2020,subscription fees,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
1167,53,Female,19th Floor,11/6/2021,6/16/2021,pro,6/19/2020,6/7/2021,348.02,1/11/2021,56,medium,Lenovo,4.36,healthy snacks,377.35,3/17/2021,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1168,88,Female,5th Floor,2/8/2020,4/17/2020,pro,5/1/2021,9/23/2020,574.36,4/7/2020,4,low,NEC,0.3.4,supplements,497.8,12/29/2020,subscription fees,"Mozilla/5.0 (X11; CrOS i686 12.433.216) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.105 Safari/534.30"
1169,78,Female,Suite 42,4/15/2021,1/29/2020,basic,3/6/2020,5/23/2021,445.64,9/27/2020,82,low,i-mate,9.1,fitness equipment,178.7,4/29/2021,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
1170,95,Genderqueer,11th Floor,3/22/2021,6/15/2021,pro,3/20/2020,4/15/2021,18.53,1/4/2020,26,high,Samsung,0.3.7,healthy snacks,274.65,2/26/2020,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.703.0 Chrome/12.0.703.0 Safari/534.24"
1171,22,Female,4th Floor,8/12/2020,6/19/2021,basic,8/22/2020,8/22/2021,531.79,4/1/2020,64,high,LG,0.82,healthy snacks,210.32,8/2/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:15.0) Gecko/20120910144328 Firefox/15.0.2
1172,84,Bigender,PO Box 60642,4/29/2020,11/20/2021,basic,9/24/2021,1/12/2020,592.59,4/23/2021,63,low,Samsung,0.9.1,supplements,198.6,7/28/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
1173,77,Male,Apt 976,7/10/2021,9/4/2020,pro,8/16/2020,2/20/2020,644.47,12/6/2020,90,low,Kyocera,4.53,supplements,497.15,6/20/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/23.0
1174,79,Non-binary,Suite 86,6/7/2020,6/14/2021,basic,3/7/2020,2/14/2020,428.02,8/1/2021,75,high,LG,0.2.3,supplements,237.58,9/8/2021,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Slackware/Chrome/12.0.742.100 Safari/534.30"
1175,91,Female,PO Box 12083,12/13/2021,4/22/2020,basic,2/9/2021,3/27/2021,110.87,11/12/2020,84,high,verykool,0.6.5,supplements,410.17,5/30/2020,subscription fees,"Mozilla/5.0 (X11; CrOS i686 13.587.48) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.43 Safari/535.1"
1176,79,Female,Suite 2,8/19/2021,1/27/2021,basic,7/24/2021,2/11/2021,66.93,10/13/2020,29,high,LG,7.9.0,fitness equipment,314.95,10/26/2020,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
1177,70,Male,PO Box 71718,5/14/2021,4/8/2020,premium,9/30/2021,5/28/2020,77.4,9/8/2020,1,low,Samsung,0.8.9,fitness equipment,467.38,11/23/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8"
1178,68,Male,6th Floor,8/28/2020,3/26/2020,basic,8/4/2021,2/8/2021,938.56,12/2/2020,64,high,Samsung,0.8.9,fitness equipment,432.52,7/31/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC-P715a; en-ca) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
